metric,value
version,2026.08.26-public-v1
python,"3.11.16 (main, Aug 13 2026, 02:46:14) [GCC 13.3.0]"
evidence_class,public_dataset_deterministic_retrieval
locomo.turn_retrieval.bigram_all.all_answerable.recall_at_10,0.6075774128318795
locomo.turn_retrieval.bigram_all.all_answerable.complete_at_10,0.5670207384926657
locomo.turn_retrieval.bigram_all.all_answerable.ndcg_at_10,0.47608079685091537
locomo.turn_retrieval.bigram_all.all_answerable.hit_at_20,0.7303995953464846
locomo.turn_retrieval.bigram_all.all_answerable.recall_at_20,0.677375045715293
locomo.turn_retrieval.bigram_all.all_answerable.complete_at_20,0.6327769347496206
locomo.turn_retrieval.bigram_all.all_answerable.ndcg_at_20,0.4954605777392298
locomo.turn_retrieval.bigram_all.category_2.n,320
locomo.turn_retrieval.bigram_all.category_2.mrr,0.5278010100855749
locomo.turn_retrieval.bigram_all.category_2.hit_at_1,0.415625
locomo.turn_retrieval.bigram_all.category_2.recall_at_1,0.3859375
locomo.turn_retrieval.bigram_all.category_2.complete_at_1,0.3625
locomo.turn_retrieval.bigram_all.category_2.ndcg_at_1,0.415625
locomo.turn_retrieval.bigram_all.category_2.hit_at_5,0.65625
locomo.turn_retrieval.bigram_all.category_2.recall_at_5,0.6263020833333333
locomo.turn_retrieval.bigram_all.category_2.complete_at_5,0.596875
locomo.turn_retrieval.bigram_all.category_2.ndcg_at_5,0.5284899373145802
locomo.turn_retrieval.bigram_all.category_2.hit_at_10,0.721875
locomo.turn_retrieval.bigram_all.category_2.recall_at_10,0.68671875
locomo.turn_retrieval.bigram_all.category_2.complete_at_10,0.65
locomo.turn_retrieval.bigram_all.category_2.ndcg_at_10,0.549133288564715
locomo.turn_retrieval.bigram_all.category_2.hit_at_20,0.765625
locomo.turn_retrieval.bigram_all.category_2.recall_at_20,0.7330729166666667
locomo.turn_retrieval.bigram_all.category_2.complete_at_20,0.696875
locomo.turn_retrieval.bigram_all.category_2.ndcg_at_20,0.5611556449058439
locomo.turn_retrieval.bigram_all.image_evidence.n,857
locomo.turn_retrieval.bigram_all.image_evidence.mrr,0.4484029552856408
locomo.turn_retrieval.bigram_all.image_evidence.hit_at_1,0.34072345390898484
locomo.turn_retrieval.bigram_all.image_evidence.recall_at_1,0.3062529360954099
locomo.turn_retrieval.bigram_all.image_evidence.complete_at_1,0.2847141190198366
locomo.turn_retrieval.bigram_all.image_evidence.ndcg_at_1,0.34072345390898484
locomo.turn_retrieval.bigram_all.image_evidence.hit_at_5,0.5670945157526255
locomo.turn_retrieval.bigram_all.image_evidence.recall_at_5,0.4970381058391469
locomo.turn_retrieval.bigram_all.image_evidence.complete_at_5,0.44807467911318555
locomo.turn_retrieval.bigram_all.image_evidence.ndcg_at_5,0.4259583108114826
locomo.turn_retrieval.bigram_all.image_evidence.hit_at_10,0.6417736289381564
locomo.turn_retrieval.bigram_all.image_evidence.recall_at_10,0.5629489052920563
locomo.turn_retrieval.bigram_all.image_evidence.complete_at_10,0.5029171528588098
locomo.turn_retrieval.bigram_all.image_evidence.ndcg_at_10,0.44888198782458266
locomo.turn_retrieval.bigram_all.image_evidence.hit_at_20,0.7257876312718786
locomo.turn_retrieval.bigram_all.image_evidence.recall_at_20,0.6386469841063409
locomo.turn_retrieval.bigram_all.image_evidence.complete_at_20,0.5694282380396732
locomo.turn_retrieval.bigram_all.image_evidence.ndcg_at_20,0.47088810799504915
locomo.turn_retrieval.bigram_all.category_3.n,89
locomo.turn_retrieval.bigram_all.category_3.mrr,0.23580332297226836
locomo.turn_retrieval.bigram_all.category_3.hit_at_1,0.1348314606741573
locomo.turn_retrieval.bigram_all.category_3.recall_at_1,0.10486891385767791
locomo.turn_retrieval.bigram_all.category_3.complete_at_1,0.07865168539325842
locomo.turn_retrieval.bigram_all.category_3.ndcg_at_1,0.1348314606741573
locomo.turn_retrieval.bigram_all.category_3.hit_at_5,0.34831460674157305
locomo.turn_retrieval.bigram_all.category_3.recall_at_5,0.247576558713373
locomo.turn_retrieval.bigram_all.category_3.complete_at_5,0.16853932584269662
locomo.turn_retrieval.bigram_all.category_3.ndcg_at_5,0.20029428886183023
locomo.turn_retrieval.bigram_all.category_3.hit_at_10,0.4044943820224719
locomo.turn_retrieval.bigram_all.category_3.recall_at_10,0.27453984658214664
locomo.turn_retrieval.bigram_all.category_3.complete_at_10,0.1797752808988764
locomo.turn_retrieval.bigram_all.category_3.ndcg_at_10,0.21075390317762493
locomo.turn_retrieval.bigram_all.category_3.hit_at_20,0.449438202247191
locomo.turn_retrieval.bigram_all.category_3.recall_at_20,0.33887119709988184
locomo.turn_retrieval.bigram_all.category_3.complete_at_20,0.25842696629213485
locomo.turn_retrieval.bigram_all.category_3.ndcg_at_20,0.2283349549505867
locomo.turn_retrieval.bigram_all.category_1.n,281
locomo.turn_retrieval.bigram_all.category_1.mrr,0.26261125743200286
locomo.turn_retrieval.bigram_all.category_1.hit_at_1,0.15302491103202848
locomo.turn_retrieval.bigram_all.category_1.recall_at_1,0.05720794626488577
locomo.turn_retrieval.bigram_all.category_1.complete_at_1,0.0
locomo.turn_retrieval.bigram_all.category_1.ndcg_at_1,0.15302491103202848
locomo.turn_retrieval.bigram_all.category_1.hit_at_5,0.37722419928825623
locomo.turn_retrieval.bigram_all.category_1.recall_at_5,0.18740454203555906
locomo.turn_retrieval.bigram_all.category_1.complete_at_5,0.060498220640569395
locomo.turn_retrieval.bigram_all.category_1.ndcg_at_5,0.169036268465216
locomo.turn_retrieval.bigram_all.category_1.hit_at_10,0.49466192170818507
locomo.turn_retrieval.bigram_all.category_1.recall_at_10,0.2740088926078812
locomo.turn_retrieval.bigram_all.category_1.complete_at_10,0.10676156583629894
locomo.turn_retrieval.bigram_all.category_1.ndcg_at_10,0.20345813505934826
locomo.turn_retrieval.bigram_all.category_1.hit_at_20,0.6227758007117438
locomo.turn_retrieval.bigram_all.category_1.recall_at_20,0.36154541697714576
locomo.turn_retrieval.bigram_all.category_1.complete_at_20,0.15658362989323843
locomo.turn_retrieval.bigram_all.category_1.ndcg_at_20,0.23444545923860552
locomo.turn_retrieval.bigram_all.category_4.n,841
locomo.turn_retrieval.bigram_all.category_4.mrr,0.5044993852628719
locomo.turn_retrieval.bigram_all.category_4.hit_at_1,0.3983353151010702
locomo.turn_retrieval.bigram_all.category_4.recall_at_1,0.38941736028537455
locomo.turn_retrieval.bigram_all.category_4.complete_at_1,0.3816884661117717
locomo.turn_retrieval.bigram_all.category_4.ndcg_at_1,0.3983353151010702
locomo.turn_retrieval.bigram_all.category_4.hit_at_5,0.6242568370986921
locomo.turn_retrieval.bigram_all.category_4.recall_at_5,0.613158937772493
locomo.turn_retrieval.bigram_all.category_4.complete_at_5,0.6016646848989299
locomo.turn_retrieval.bigram_all.category_4.ndcg_at_5,0.5143247246806892
locomo.turn_retrieval.bigram_all.category_4.hit_at_10,0.6979785969084423
locomo.turn_retrieval.bigram_all.category_4.recall_at_10,0.6866825208085613
locomo.turn_retrieval.bigram_all.category_4.complete_at_10,0.6741973840665874
locomo.turn_retrieval.bigram_all.category_4.ndcg_at_10,0.5385808208080294
locomo.turn_retrieval.bigram_all.category_4.hit_at_20,0.7693222354340071
locomo.turn_retrieval.bigram_all.category_4.recall_at_20,0.7578279825604439
locomo.turn_retrieval.bigram_all.category_4.complete_at_20,0.7455410225921522
locomo.turn_retrieval.bigram_all.category_4.ndcg_at_20,0.5571067030659838
locomo.turn_retrieval.bigram_all.category_5.n,446
locomo.turn_retrieval.bigram_all.category_5.mrr,0.49421220850718695
locomo.turn_retrieval.bigram_all.category_5.hit_at_1,0.38789237668161436
locomo.turn_retrieval.bigram_all.category_5.recall_at_1,0.3811659192825112
locomo.turn_retrieval.bigram_all.category_5.complete_at_1,0.3744394618834081
locomo.turn_retrieval.bigram_all.category_5.ndcg_at_1,0.38789237668161436
locomo.turn_retrieval.bigram_all.category_5.hit_at_5,0.6188340807174888
locomo.turn_retrieval.bigram_all.category_5.recall_at_5,0.6132286995515696
locomo.turn_retrieval.bigram_all.category_5.complete_at_5,0.6076233183856502
locomo.turn_retrieval.bigram_all.category_5.ndcg_at_5,0.5094505129048648
locomo.turn_retrieval.bigram_all.category_5.hit_at_10,0.6838565022421524
locomo.turn_retrieval.bigram_all.category_5.recall_at_10,0.6782511210762332
locomo.turn_retrieval.bigram_all.category_5.complete_at_10,0.672645739910314
locomo.turn_retrieval.bigram_all.category_5.ndcg_at_10,0.5305241690572031
locomo.turn_retrieval.bigram_all.category_5.hit_at_20,0.7556053811659192
locomo.turn_retrieval.bigram_all.category_5.recall_at_20,0.7522421524663677
locomo.turn_retrieval.bigram_all.category_5.complete_at_20,0.7488789237668162
locomo.turn_retrieval.bigram_all.category_5.ndcg_at_20,0.5498386401467366
locomo.turn_retrieval.rrf_word_bigram.all_answerable.n,1977
locomo.turn_retrieval.rrf_word_bigram.all_answerable.mrr,0.46271449231795436
locomo.turn_retrieval.rrf_word_bigram.all_answerable.hit_at_1,0.35457764289327265
locomo.turn_retrieval.rrf_word_bigram.all_answerable.recall_at_1,0.3290017926209125
locomo.turn_retrieval.rrf_word_bigram.all_answerable.complete_at_1,0.3110773899848255
locomo.turn_retrieval.rrf_word_bigram.all_answerable.ndcg_at_1,0.35457764289327265
locomo.turn_retrieval.rrf_word_bigram.all_answerable.hit_at_5,0.5857359635811836
locomo.turn_retrieval.rrf_word_bigram.all_answerable.recall_at_5,0.5427389934433395
locomo.turn_retrieval.rrf_word_bigram.all_answerable.complete_at_5,0.5098634294385432
locomo.turn_retrieval.rrf_word_bigram.all_answerable.ndcg_at_5,0.45596365915914966
locomo.turn_retrieval.rrf_word_bigram.all_answerable.hit_at_10,0.6626201315123925
locomo.turn_retrieval.rrf_word_bigram.all_answerable.recall_at_10,0.6127058341211505
locomo.turn_retrieval.rrf_word_bigram.all_answerable.complete_at_10,0.5715730905412241
locomo.turn_retrieval.rrf_word_bigram.all_answerable.ndcg_at_10,0.47998235525452454
locomo.turn_retrieval.rrf_word_bigram.all_answerable.hit_at_20,0.7293879615579161
locomo.turn_retrieval.rrf_word_bigram.all_answerable.recall_at_20,0.6767174837527234
locomo.turn_retrieval.rrf_word_bigram.all_answerable.complete_at_20,0.6322711178553364
locomo.turn_retrieval.rrf_word_bigram.all_answerable.ndcg_at_20,0.49790832014062786
locomo.turn_retrieval.rrf_word_bigram.category_2.n,320
locomo.turn_retrieval.rrf_word_bigram.category_2.mrr,0.531446237332964
locomo.turn_retrieval.rrf_word_bigram.category_2.hit_at_1,0.425
locomo.turn_retrieval.rrf_word_bigram.category_2.recall_at_1,0.4020833333333333
locomo.turn_retrieval.rrf_word_bigram.category_2.complete_at_1,0.384375
locomo.turn_retrieval.rrf_word_bigram.category_2.ndcg_at_1,0.425
locomo.turn_retrieval.rrf_word_bigram.category_2.hit_at_5,0.65625
locomo.turn_retrieval.rrf_word_bigram.category_2.recall_at_5,0.6278645833333333
locomo.turn_retrieval.rrf_word_bigram.category_2.complete_at_5,0.6
locomo.turn_retrieval.rrf_word_bigram.category_2.ndcg_at_5,0.533944597567231
locomo.turn_retrieval.rrf_word_bigram.category_2.hit_at_10,0.725
locomo.turn_retrieval.rrf_word_bigram.category_2.recall_at_10,0.68984375
locomo.turn_retrieval.rrf_word_bigram.category_2.complete_at_10,0.653125
locomo.turn_retrieval.rrf_word_bigram.category_2.ndcg_at_10,0.5549044469031619
locomo.turn_retrieval.rrf_word_bigram.category_2.hit_at_20,0.775
locomo.turn_retrieval.rrf_word_bigram.category_2.recall_at_20,0.7424479166666667
locomo.turn_retrieval.rrf_word_bigram.category_2.complete_at_20,0.70625
locomo.turn_retrieval.rrf_word_bigram.category_2.ndcg_at_20,0.5685973852318502
locomo.turn_retrieval.rrf_word_bigram.image_evidence.n,857
locomo.turn_retrieval.rrf_word_bigram.image_evidence.mrr,0.4478790412731532
locomo.turn_retrieval.rrf_word_bigram.image_evidence.hit_at_1,0.3372228704784131
locomo.turn_retrieval.rrf_word_bigram.image_evidence.recall_at_1,0.3014234274736025
locomo.turn_retrieval.rrf_word_bigram.image_evidence.complete_at_1,0.28004667444574094
locomo.turn_retrieval.rrf_word_bigram.image_evidence.ndcg_at_1,0.3372228704784131
locomo.turn_retrieval.rrf_word_bigram.image_evidence.hit_at_5,0.5717619603267211
locomo.turn_retrieval.rrf_word_bigram.image_evidence.recall_at_5,0.5016666550417919
locomo.turn_retrieval.rrf_word_bigram.image_evidence.complete_at_5,0.4539089848308051
locomo.turn_retrieval.rrf_word_bigram.image_evidence.ndcg_at_5,0.42642631558395316
locomo.turn_retrieval.rrf_word_bigram.image_evidence.hit_at_10,0.6534422403733956
locomo.turn_retrieval.rrf_word_bigram.image_evidence.recall_at_10,0.5736127196314833
locomo.turn_retrieval.rrf_word_bigram.image_evidence.complete_at_10,0.5134189031505251
locomo.turn_retrieval.rrf_word_bigram.image_evidence.ndcg_at_10,0.4512984397048751
locomo.turn_retrieval.rrf_word_bigram.image_evidence.hit_at_20,0.7257876312718786
locomo.turn_retrieval.rrf_word_bigram.image_evidence.recall_at_20,0.6394637869068075
locomo.turn_retrieval.rrf_word_bigram.image_evidence.complete_at_20,0.5705950991831972
locomo.turn_retrieval.rrf_word_bigram.image_evidence.ndcg_at_20,0.47070509182798675
locomo.turn_retrieval.rrf_word_bigram.category_3.n,89
locomo.turn_retrieval.rrf_word_bigram.category_3.mrr,0.23962387838743873
locomo.turn_retrieval.rrf_word_bigram.category_3.hit_at_1,0.1348314606741573
locomo.turn_retrieval.rrf_word_bigram.category_3.recall_at_1,0.10486891385767791
locomo.turn_retrieval.rrf_word_bigram.category_3.complete_at_1,0.07865168539325842
locomo.turn_retrieval.rrf_word_bigram.category_3.ndcg_at_1,0.1348314606741573
locomo.turn_retrieval.rrf_word_bigram.category_3.hit_at_5,0.34831460674157305
locomo.turn_retrieval.rrf_word_bigram.category_3.recall_at_5,0.247576558713373
locomo.turn_retrieval.rrf_word_bigram.category_3.complete_at_5,0.16853932584269662
locomo.turn_retrieval.rrf_word_bigram.category_3.ndcg_at_5,0.20245577539582957
locomo.turn_retrieval.rrf_word_bigram.category_3.hit_at_10,0.4044943820224719
locomo.turn_retrieval.rrf_word_bigram.category_3.recall_at_10,0.27453984658214664
locomo.turn_retrieval.rrf_word_bigram.category_3.complete_at_10,0.1797752808988764
locomo.turn_retrieval.rrf_word_bigram.category_3.ndcg_at_10,0.21299782128460773
locomo.turn_retrieval.rrf_word_bigram.category_3.hit_at_20,0.449438202247191
locomo.turn_retrieval.rrf_word_bigram.category_3.recall_at_20,0.34448917462797174
locomo.turn_retrieval.rrf_word_bigram.category_3.complete_at_20,0.2696629213483146
locomo.turn_retrieval.rrf_word_bigram.category_3.ndcg_at_20,0.23221072228094675
locomo.turn_retrieval.rrf_word_bigram.category_1.n,281
locomo.turn_retrieval.rrf_word_bigram.category_1.mrr,0.2694703678731409
locomo.turn_retrieval.rrf_word_bigram.category_1.hit_at_1,0.1601423487544484
locomo.turn_retrieval.rrf_word_bigram.category_1.recall_at_1,0.05908615899719103
locomo.turn_retrieval.rrf_word_bigram.category_1.complete_at_1,0.0
locomo.turn_retrieval.rrf_word_bigram.category_1.ndcg_at_1,0.1601423487544484
locomo.turn_retrieval.rrf_word_bigram.category_1.hit_at_5,0.38434163701067614
locomo.turn_retrieval.rrf_word_bigram.category_1.recall_at_5,0.1899549572194262
locomo.turn_retrieval.rrf_word_bigram.category_1.complete_at_5,0.060498220640569395
locomo.turn_retrieval.rrf_word_bigram.category_1.ndcg_at_5,0.1728316006034589
locomo.turn_retrieval.rrf_word_bigram.category_1.hit_at_10,0.5088967971530249
locomo.turn_retrieval.rrf_word_bigram.category_1.recall_at_10,0.2851793157000125
locomo.turn_retrieval.rrf_word_bigram.category_1.complete_at_10,0.11743772241992882
locomo.turn_retrieval.rrf_word_bigram.category_1.ndcg_at_10,0.21023755831905921
locomo.turn_retrieval.rrf_word_bigram.category_1.hit_at_20,0.6227758007117438
locomo.turn_retrieval.rrf_word_bigram.category_1.recall_at_20,0.3622571607493878
locomo.turn_retrieval.rrf_word_bigram.category_1.complete_at_20,0.15658362989323843
locomo.turn_retrieval.rrf_word_bigram.category_1.ndcg_at_20,0.23806735074249005
locomo.turn_retrieval.rrf_word_bigram.category_4.n,841
locomo.turn_retrieval.rrf_word_bigram.category_4.mrr,0.5090738872534785
locomo.turn_retrieval.rrf_word_bigram.category_4.hit_at_1,0.40071343638525564
locomo.turn_retrieval.rrf_word_bigram.category_4.recall_at_1,0.3898137138327388
locomo.turn_retrieval.rrf_word_bigram.category_4.complete_at_1,0.380499405469679
locomo.turn_retrieval.rrf_word_bigram.category_4.ndcg_at_1,0.40071343638525564
locomo.turn_retrieval.rrf_word_bigram.category_4.hit_at_5,0.633769322235434
locomo.turn_retrieval.rrf_word_bigram.category_4.recall_at_5,0.6220768925881887
locomo.turn_retrieval.rrf_word_bigram.category_4.complete_at_5,0.6099881093935791
locomo.turn_retrieval.rrf_word_bigram.category_4.ndcg_at_5,0.520274312077351
locomo.turn_retrieval.rrf_word_bigram.category_4.hit_at_10,0.7051129607609988
locomo.turn_retrieval.rrf_word_bigram.category_4.recall_at_10,0.6932223543400713
