FM-M07-after-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M07-after-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M07-after-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-before-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-before-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-before-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-before-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-before-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-before-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-before-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-after-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-after-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-after-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-after-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-after-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-after-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.start-after-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-before-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-before-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-before-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-before-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-before-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-before-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-before-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-after-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-after-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-after-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-after-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-after-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
